"source","target","width_layout"
95,94,1.29900395870209
96,689,1.36004531383514
96,313,1.44545209407806
98,653,1.46165382862091
102,508,1.56538987159729
102,519,1.63524401187897
102,379,1.77585875988007
106,820,1.36004531383514
106,105,1.21820867061615
107,314,1.52370345592499
107,106,1.77585875988007
109,605,1.46165382862091
109,108,1.44545209407806
110,126,1.43369436264038
112,860,1.36004531383514
113,114,1.21820867061615
113,658,1.63524401187897
116,4,1.31456673145294
119,148,1.53718495368958
119,718,1.40366911888123
120,474,1.48545706272125
121,673,1.36004531383514
123,830,1.73965728282928
124,638,1.62404489517212
124,156,1.56538987159729
124,298,1.62404489517212
125,594,1.59527146816254
126,230,1.36004531383514
128,456,1.52370345592499
128,409,1.52370345592499
130,122,1.59527146816254
132,386,1.77585875988007
135,610,1.54220259189606
139,320,1.43369436264038
141,856,1.36004531383514
142,462,1.41217339038849
142,145,1.52370345592499
142,616,1.52370345592499
142,365,1.52370345592499
143,772,1.80400621891022
143,759,1.74638092517853
143,117,1.70918297767639
144,759,1.50204980373383
144,143,1.50204980373383
146,505,1.54220259189606
147,13,1.54220259189606
147,367,1.62404489517212
147,479,1.61775851249695
147,506,1.62404489517212
147,153,1.62404489517212
147,259,1.48545706272125
147,769,1.54220259189606
147,377,1.48545706272125
147,152,1.59527146816254
147,605,1.48545706272125
147,593,1.59527146816254
147,379,1.62404489517212
147,519,1.48545706272125
147,504,1.48545706272125
147,509,1.64493179321289
148,101,1.36004531383514
148,614,1.57931685447693
149,774,1.52370345592499
149,509,1.66076064109802
150,773,1.4932256937027
150,78,1.88136494159698
150,143,1.56538987159729
150,144,1.4932256937027
150,758,1.83092153072357
150,761,1.72517371177673
150,803,1.4932256937027
150,763,1.80400621891022
150,393,1.55308878421783
150,762,1.72517371177673
150,772,1.64122939109802
150,759,1.4932256937027
150,765,1.62404489517212
150,802,1.61775851249695
150,764,1.64122939109802
150,614,1.56538987159729
150,14,1.80172193050385
150,482,1.54220259189606
151,22,1.8869321346283
151,150,1.57212233543396
151,788,1.8195458650589
151,14,1.57212233543396
151,482,1.75436913967133
151,761,1.8195458650589
151,758,1.69140219688416
151,614,1.69140219688416
151,78,1.51578330993652
151,809,1.83256447315216
151,802,1.99368727207184
151,765,1.8869321346283
151,762,1.75436913967133
151,393,1.8869321346283
151,763,1.8869321346283
151,191,3.63255548477173
151,192,3.75796461105347
151,483,1.57212233543396
151,730,1.63067102432251
152,509,1.52370345592499
152,149,1.66076064109802
152,383,1.49604880809784
152,259,1.59527146816254
153,259,1.48545706272125
153,504,1.62404489517212
155,377,1.48545706272125
155,379,1.50204980373383
155,473,1.66076064109802
156,410,1.56538987159729
156,71,1.59527146816254
156,610,1.62404489517212
156,70,1.59527146816254
157,505,1.59527146816254
158,740,1.89094352722168
158,738,1.59527146816254
159,480,1.48545706272125
159,313,1.55308878421783
159,582,1.48545706272125
