"source","target","width_layout"
357,788,2.67559003829956
357,24,2.18618273735046
358,616,1.70918297767639
358,256,1.36004531383514
358,357,1.4932256937027
358,143,1.52370345592499
358,484,1.51211881637573
359,662,1.54220259189606
359,360,1.48545706272125
360,146,1.54220259189606
360,154,1.62404489517212
360,662,1.67844176292419
360,565,1.48545706272125
360,618,1.59527146816254
360,147,1.48545706272125
360,174,1.48545706272125
361,362,1.53432559967041
361,788,1.56538987159729
361,357,1.56538987159729
362,788,1.56538987159729
362,482,1.54220259189606
362,614,1.50204980373383
362,758,1.59527146816254
362,366,1.80675661563873
362,721,1.32610893249512
363,365,1.47636461257935
363,364,1.47636461257935
363,366,1.47636461257935
363,616,1.56029164791107
364,803,1.54641807079315
364,365,1.52370345592499
364,607,1.66076064109802
365,143,1.52370345592499
365,803,1.62873005867004
365,616,1.70918297767639
366,125,1.55308878421783
366,148,1.63524401187897
366,606,1.36004531383514
366,482,1.47851359844208
366,614,1.50204980373383
367,856,1.36004531383514
368,146,1.52370345592499
369,419,1.87326610088348
369,290,1.66076064109802
371,377,1.54220259189606
371,174,1.67844176292419
371,779,1.52370345592499
372,371,1.54220259189606
372,174,1.48545706272125
372,312,1.55308878421783
374,300,1.52370345592499
374,379,1.54220259189606
374,356,1.41780996322632
375,300,1.52370345592499
375,376,1.50860917568207
375,807,1.72892272472382
375,374,1.59527146816254
376,769,1.50860917568207
376,290,1.66076064109802
376,774,1.52370345592499
376,149,1.55308878421783
376,513,1.48545706272125
377,504,1.48545706272125
377,505,1.48545706272125
377,379,1.62404489517212
377,290,1.55308878421783
377,376,1.61775851249695
377,550,1.48545706272125
377,378,1.77585875988007
377,234,1.48545706272125
377,508,1.94084393978119
378,642,1.52370345592499
379,378,1.64493179321289
380,237,1.48545706272125
380,740,1.48545706272125
380,684,1.48545706272125
381,322,1.59527146816254
381,237,1.66076064109802
382,172,1.59527146816254
382,653,1.68317532539368
382,546,1.51211881637573
382,56,1.50204980373383
382,539,1.77585875988007
382,484,1.59527146816254
382,168,1.68317532539368
382,525,1.51211881637573
382,799,1.51211881637573
382,545,1.66076064109802
382,20,1.51211881637573
385,409,1.70918297767639
385,641,1.69140219688416
385,389,1.69140219688416
386,610,1.48545706272125
386,131,1.36004531383514
388,407,1.52370345592499
388,156,1.59527146816254
389,134,1.46165382862091
392,377,1.48545706272125
393,759,1.55308878421783
393,772,1.55308878421783
393,763,2.82754802703857
393,144,1.55308878421783
393,143,1.55308878421783
393,761,1.88136494159698
393,760,1.55308878421783
393,803,1.6983015537262
393,613,1.55308878421783
393,758,1.85668671131134
394,242,1.52370345592499
395,189,1.48545706272125
395,195,1.99878227710724
395,632,1.55308878421783
396,707,1.58310532569885
396,400,1.49160146713257
396,399,1.52370345592499
396,402,1.58310532569885
396,491,1.60725009441376
396,199,1.41217339038849
396,187,1.58310532569885
396,401,1.60725009441376
397,398,1.50204980373383
397,197,1.46165382862091
397,186,1.52370345592499
398,393,1.48545706272125
398,195,1.50204980373383
399,491,1.54828178882599
399,482,1.50590443611145
399,305,1.44115304946899
400,60,1.49160146713257
400,736,1.54828178882599
400,59,1.54828178882599
400,655,1.49160146713257
400,64,1.49160146713257
400,58,1.49160146713257
400,82,1.54828178882599
400,63,1.49160146713257
400,489,1.49160146713257
400,731,1.75436913967133
400,83,1.49160146713257
400,733,1.57447445392609
400,737,1.49160146713257
401,736,1.66855728626251
401,60,1.54828178882599
401,487,1.54828178882599
401,277,1.66855728626251
401,491,1.60725009441376
401,489,1.54828178882599
401,402,1.66855728626251
401,400,2.03781080245972
401,82,1.60725009441376
401,654,1.60725009441376
401,540,1.49160146713257
401,493,1.50479507446289
401,490,1.49160146713257
401,542,1.60725009441376
401,63,1.49160146713257
401,62,1.49160146713257
401,279,1.49160146713257
401,543,1.49160146713257
401,280,1.66855728626251
401,486,1.54828178882599
401,733,1.79534602165222
401,731,1.8869321346283
402,399,1.63524401187897
402,191,1.49839806556702
402,482,1.50590443611145
402,489,1.50590443611145
402,731,1.63067102432251
402,78,1.50590443611145
402,491,1.60725009441376
402,487,1.63524401187897
402,486,1.50590443611145
402,736,1.56916844844818
403,406,1.66076064109802
403,120,1.77585875988007
404,253,1.50204980373383
405,416,1.52370345592499
406,120,1.77585875988007
406,65,1.69140219688416
406,558,1.36004531383514
407,70,1.52370345592499
407,387,1.52370345592499
407,389,1.52370345592499
408,407,1.52370345592499
408,415,1.52370345592499
408,386,1.55308878421783
408,385,1.69140219688416
408,387,1.69140219688416
408,71,1.69140219688416
408,468,1.69140219688416
408,471,1.46165382862091
408,73,1.8503702878952
409,122,1.48545706272125
409,389,1.52370345592499
409,404,1.50204980373383
409,643,1.52370345592499
410,404,1.72076821327209
410,425,1.42478585243225
410,122,1.62404489517212
410,70,1.72076821327209
410,409,1.56538987159729
412,615,1.39754724502563
413,414,1.46165382862091
414,495,1.14884519577026
415,72,1.52370345592499
415,133,1.36004531383514
415,385,1.52370345592499
415,409,1.52370345592499
416,750,1.77585875988007
417,64,1.32813906669617
418,401,1.49160146713257
418,622,1.33546471595764
419,834,1.31034183502197
420,387,1.46165382862091
421,422,1.46165382862091
421,177,1.52370345592499
423,796,1.46165382862091
424,360,1.48545706272125
426,425,1.36004531383514
427,479,1.55308878421783
428,752,1.46165382862091
428,290,1.55308878421783
429,428,1.25516641139984
430,673,1.36004531383514
432,798,1.29114735126495
433,844,1.36004531383514
434,563,1.13577401638031
435,436,1.43369436264038
436,438,1.43369436264038
436,437,1.42478585243225
438,164,1.43369436264038
439,140,1.14178228378296
439,141,1.43369436264038
440,16,1.18800151348114
440,221,1.21820867061615
441,442,1.21820867061615
442,8,1.36004531383514
443,446,1.43913519382477
444,294,1.63524401187897
445,440,1.36004531383514
446,290,1.36004531383514
447,450,1.36004531383514
448,444,1.14178228378296
448,449,1.63524401187897
450,222,1.48545706272125
450,319,1.48545706272125
451,848,1.14884519577026
451,847,1.30524349212646
452,454,1.55308878421783
452,647,1.36004531383514
452,453,2.99770164489746
452,0,1.87326610088348
453,454,1.55308878421783
454,284,1.52370345592499
455,653,1.32381451129913
456,18,1.70918297767639
456,102,1.52370345592499
456,284,1.52370345592499
457,237,1.66076064109802
457,177,1.70918297767639
457,740,1.52370345592499
457,456,1.52370345592499
457,0,1.63524401187897
457,380,1.62404489517212
457,453,1.63524401187897
458,618,1.48545706272125
458,61,1.57637405395508
458,549,1.48545706272125
458,479,1.77585875988007
458,291,1.57637405395508
458,775,1.57637405395508
458,539,1.48545706272125
459,461,1.89835274219513
459,79,1.55308878421783
459,458,1.48545706272125
459,811,1.49604880809784
460,800,1.49604880809784
460,799,1.49604880809784
460,593,1.49604880809784
460,838,1.59527146816254
460,793,1.49604880809784
461,61,1.50860917568207
461,369,1.50860917568207
461,811,1.59527146816254
461,683,1.50860917568207
461,79,1.55308878421783
461,460,1.49604880809784
461,281,1.59527146816254
461,239,1.50860917568207
461,738,1.50860917568207
462,353,1.42478585243225
463,20,1.43369436264038
466,467,1.50860917568207
468,132,1.59527146816254
470,386,1.43369436264038
472,353,1.36004531383514
476,642,1.36004531383514
477,519,1.63524401187897
478,475,1.47231233119965
478,610,1.47231233119965
479,13,1.50860917568207
479,377,1.61775851249695
479,376,1.61775851249695
479,796,1.50860917568207
479,178,1.50860917568207
479,378,1.61775851249695
479,664,1.73496532440186
479,291,1.73496532440186
479,775,1.53718495368958
479,367,1.50860917568207
479,792,1.50860917568207
481,780,1.64493179321289
481,785,1.52370345592499
481,375,1.64493179321289
481,796,1.52370345592499
481,745,1.52370345592499
481,539,1.57637405395508
481,75,1.50860917568207
481,376,1.50860917568207
481,300,1.52370345592499
481,479,1.50860917568207
481,74,1.52370345592499
482,809,1.61552119255066
482,802,1.73496532440186
482,14,1.54220259189606
482,78,1.60882842540741
482,393,1.90502786636353
482,763,1.75098967552185
482,765,1.82652735710144
482,762,1.82652735710144
482,803,1.60882842540741
482,760,1.47851359844208
482,613,1.75098967552185
482,614,1.82652735710144
482,772,1.47851359844208
482,759,1.54220259189606
482,758,1.60882842540741
482,761,1.98645949363708
483,797,1.55818712711334
483,484,1.49839806556702
484,797,1.56916844844818
485,243,1.52370345592499
485,740,1.52370345592499
485,453,1.52370345592499
485,242,1.70918297767639
486,400,1.49160146713257
486,62,1.48545706272125
486,63,1.55308878421783
486,489,1.56916844844818
486,490,1.48545706272125
486,543,1.6983015537262
486,731,1.57212233543396
486,733,1.52370345592499
486,736,1.60882842540741
486,60,1.55308878421783
486,64,1.48545706272125
487,731,1.69140219688416
487,543,1.65175020694733
487,489,1.70415866374969
487,64,1.58145153522491
487,60,1.51430177688599
487,736,1.54220259189606
487,492,1.50590443611145
487,491,1.66855728626251
487,399,1.56916844844818
487,280,1.51430177688599
487,486,1.51430177688599
487,63,1.58145153522491
487,400,1.49160146713257
488,277,1.48545706272125
488,62,1.50204980373383
488,544,1.50204980373383
488,279,1.4932256937027
489,797,1.77585875988007
489,56,1.50590443611145
489,483,1.62052035331726
489,737,1.56916844844818
489,545,1.56916844844818
490,56,1.50204980373383
490,330,1.54641807079315
490,58,1.56538987159729
490,736,1.47851359844208
490,654,1.54220259189606
490,540,1.52370345592499
490,64,1.69140219688416
490,545,1.66076064109802
491,731,1.57212233543396
491,400,1.60725009441376
491,543,1.49160146713257
491,732,1.57212233543396
492,731,1.57212233543396
492,83,1.58310532569885
492,656,1.50590443611145
493,809,1.50479507446289
493,17,1.64927959442139
493,80,1.56029164791107
493,731,1.74161577224731
493,542,1.74161577224731
493,733,1.90065634250641
494,23,1.50590443611145
494,191,1.55818712711334
494,22,1.50590443611145
494,24,1.55818712711334
494,21,1.50590443611145
494,14,1.50590443611145
494,482,1.56916844844818
495,377,1.62404489517212
495,234,1.48545706272125
495,237,1.48545706272125
495,236,1.62404489517212
495,239,1.50860917568207
496,318,1.59527146816254
496,320,1.55308878421783
497,137,1.55308878421783
497,138,1.36004531383514
498,236,1.62404489517212
498,207,1.48545706272125
498,298,1.48545706272125
498,206,1.48545706272125
498,499,1.48545706272125
499,320,1.55308878421783
500,778,1.52370345592499
501,167,1.50860917568207
501,593,1.61775851249695
501,152,1.61775851249695
501,368,1.61775851249695
502,503,1.48545706272125
502,26,1.67844176292419
502,742,1.59527146816254
502,13,1.67844176292419
502,379,1.50204980373383
502,505,1.66076064109802
502,210,1.50204980373383
502,209,1.50204980373383
502,593,1.59527146816254
502,147,1.48545706272125
502,504,1.66076064109802
502,377,1.62404489517212
503,771,1.62404489517212
503,770,1.48545706272125
503,660,1.48545706272125
503,661,1.48545706272125
503,507,1.54220259189606
503,69,1.48545706272125
503,237,1.62404489517212
503,147,1.62404489517212
503,300,1.52370345592499
503,593,1.59527146816254
503,245,1.48545706272125
503,505,1.77585875988007
503,13,1.82652735710144
503,153,1.94084393978119
503,769,1.54220259189606
503,320,1.62404489517212
503,504,1.62404489517212
503,26,1.82652735710144
504,505,1.66076064109802
504,323,1.50204980373383
505,320,1.77585875988007
505,379,1.59527146816254
506,367,1.77585875988007
506,155,1.50204980373383
507,147,1.54220259189606
507,664,1.59527146816254
508,378,1.91648399829865
508,379,1.72076821327209
509,383,1.49604880809784
509,642,1.64493179321289
509,378,1.52370345592499
509,379,1.52370345592499
510,378,1.69140219688416
511,789,1.59527146816254
512,653,1.47636461257935
512,513,1.48545706272125
512,584,1.43913519382477
512,782,1.63524401187897
512,774,1.52370345592499
512,228,1.44545209407806
512,229,1.63524401187897
514,517,1.48545706272125
515,174,1.62404489517212
516,25,1.66076064109802
516,519,1.50204980373383
517,378,1.52370345592499
517,122,1.48545706272125
518,13,1.72892272472382
518,290,1.55308878421783
518,775,1.63524401187897
518,593,1.59527146816254
519,25,1.66076064109802
520,147,1.62404489517212
520,504,1.56538987159729
520,497,1.56538987159729
520,69,1.56538987159729
520,301,1.67844176292419
520,153,1.62404489517212
520,673,1.42478585243225
520,5,1.56538987159729
520,377,1.77585875988007
521,773,1.55308878421783
521,545,1.50204980373383
522,801,1.36004531383514
523,461,1.23943841457367
524,526,1.33298218250275
524,527,1.36004531383514
530,579,1.2809647321701
531,530,1.15286600589752
532,814,1.25516641139984
532,803,1.46853077411652
533,164,1.36004531383514
534,736,1.54220259189606
535,322,1.26727151870728
536,537,1.52370345592499
536,618,1.47231233119965
538,319,1.48545706272125
538,318,1.48545706272125
538,325,1.48545706272125
538,324,1.59527146816254
538,326,1.59527146816254
538,480,1.77585875988007
538,327,1.77585875988007
538,314,1.48545706272125
539,84,1.77585875988007
539,774,1.61370253562927
539,290,1.57637405395508
539,807,1.48545706272125
539,74,1.48545706272125
539,775,1.67318260669708
539,797,1.50590443611145
539,785,1.48545706272125
539,545,1.93015146255493
539,546,2.10989618301392
539,484,1.87326610088348
539,773,1.57637405395508
539,619,1.57637405395508
539,56,1.74638092517853
539,378,1.48545706272125
539,500,1.52370345592499
539,780,1.67318260669708
539,168,1.61370253562927
539,376,1.67318260669708
539,778,1.57637405395508
539,149,1.57637405395508
539,792,1.48545706272125
539,13,1.48545706272125
539,781,1.57637405395508
539,167,1.48545706272125
539,166,1.57637405395508
540,731,1.63067102432251
540,546,1.59527146816254
540,56,1.91648399829865
540,797,1.77585875988007
540,653,1.67033064365387
540,539,1.67033064365387
540,484,1.67033064365387
540,483,1.55818712711334
540,545,1.67033064365387
540,489,1.56916844844818
541,456,1.70918297767639
542,492,1.50590443611145
542,540,1.56916844844818
542,731,1.69140219688416
542,489,1.50590443611145
542,797,1.56916844844818
543,279,1.52370345592499
543,63,1.59527146816254
543,400,1.54828178882599
543,736,1.54220259189606
543,489,1.50590443611145
543,490,1.59527146816254
543,62,1.59527146816254
543,281,1.52370345592499
545,166,1.50204980373383
545,384,1.50204980373383
545,484,1.74638092517853
545,797,1.50590443611145
545,778,1.66076064109802
545,774,1.57931685447693
545,56,1.66076064109802
545,773,1.50204980373383
545,780,1.50204980373383
545,737,1.4932256937027
545,168,1.57931685447693
545,376,1.50204980373383
546,484,1.97542464733124
546,166,1.52370345592499
546,737,1.56538987159729
546,545,1.57931685447693
546,56,1.74638092517853
546,797,1.56916844844818
546,84,1.52370345592499
546,774,1.52370345592499
547,83,1.58310532569885
547,540,1.51430177688599
547,654,1.75098967552185
547,484,1.72517371177673
547,797,1.63524401187897
547,539,1.51430177688599
547,546,1.58145153522491
548,382,1.59527146816254
548,546,1.47636461257935
548,484,1.59527146816254
549,378,1.55308878421783
549,291,1.89835274219513
549,479,1.55308878421783
549,149,1.55308878421783
549,799,1.55308878421783
552,551,1.39103996753693
552,648,1.52370345592499
554,99,1.15286600589752
554,810,1.55308878421783
556,555,1.42110085487366
556,274,1.80172193050385
557,558,1.06303775310516
560,518,1.36004531383514
561,562,1.40754520893097
562,368,1.40754520893097
564,563,1.31034183502197
566,563,1.2809647321701
566,844,1.36004531383514
567,767,1.36004531383514
568,44,1.36004531383514
569,570,1.36004531383514
570,134,1.36004531383514
571,847,1.82652735710144
571,465,1.36004531383514
572,405,1
573,497,1.55308878421783
574,498,1.36004531383514
577,355,1.47231233119965
578,579,1.12615561485291
579,527,1.45562624931335
579,559,1.44545209407806
580,527,1.27110958099365
583,584,1.36004531383514
586,126,1.36004531383514
586,585,1.23474729061127
587,313,1.36004531383514
588,310,1.55308878421783
589,576,1.30524349212646
590,589,1.43369436264038
591,559,1.41217339038849
592,174,1.36004531383514
593,778,1.48545706272125
593,745,1.59527146816254
593,152,1.59527146816254
593,377,1.59527146816254
593,376,1.50860917568207
593,391,1.59527146816254
593,378,1.52370345592499
593,509,1.52370345592499
593,769,1.87326610088348
596,9,1.2809647321701
597,643,1.36004531383514
598,134,1.36004531383514
600,416,1.36004531383514
602,358,1.53718495368958
602,601,1.50860917568207
605,320,1.77585875988007
605,454,1.55308878421783
607,366,1.66076064109802
608,610,1.36004531383514
609,387,1.2809647321701
610,404,1.48545706272125
610,410,2.46231412887573
610,70,1.48545706272125
610,122,1.48545706272125
611,604,1.52370345592499
611,603,1.41217339038849
611,616,1.52370345592499
611,142,2.25929069519043
611,145,1.91648399829865
611,607,1.69140219688416
611,365,1.52370345592499
611,364,1.55308878421783
612,145,1.54220259189606
612,610,1.48545706272125
612,611,1.52370345592499
614,759,1.66076064109802
614,143,1.50204980373383
614,613,1.74638092517853
614,761,1.58145153522491
614,763,1.56538987159729
614,762,1.72517371177673
614,393,1.55308878421783
614,802,1.56217312812805
614,765,1.62404489517212
614,78,1.58145153522491
615,148,1.43913519382477
616,788,1.4932256937027
616,482,1.47851359844208
616,614,1.57931685447693
616,803,1.54641807079315
616,144,1.50204980373383
616,143,1.52370345592499
617,613,1.54641807079315
617,614,1.50204980373383
617,788,1.4932256937027
617,366,1.61370253562927
617,363,1.64927959442139
617,616,1.52370345592499
618,479,1.73496532440186
618,147,1.72892272472382
618,796,1.52370345592499
618,61,1.50860917568207
618,509,1.52370345592499
618,378,1.52370345592499
619,469,1.45286643505096
619,795,1.77585875988007
619,376,1.55308878421783
620,621,1.26727151870728
620,814,1.18331480026245
621,308,1.30524349212646
621,776,1.2478358745575
626,663,1.42478585243225
627,35,1.36004531383514
628,276,1.42895925045013
631,632,1.42478585243225
633,307,1.40754520893097
635,634,1.50204980373383
636,226,1.61370253562927
637,389,1.69140219688416
637,387,1.69140219688416
638,156,1.48545706272125
639,680,1.36004531383514
639,404,1.66076064109802
639,386,1.55308878421783
640,136,1.29900395870209
640,70,1.56538987159729
640,410,1.72076821327209
641,480,1.59527146816254
643,284,1.52370345592499
644,409,1.52370345592499
644,389,1.69140219688416
645,406,1.36004531383514
646,263,1.77585875988007
646,196,1.32117521762848
646,395,1.48545706272125
646,195,1.67318260669708
648,280,1.4932256937027
648,486,1.48545706272125
649,60,1.85668671131134
649,401,1.7980842590332
649,653,1.52370345592499
649,489,1.56916844844818
649,540,1.59527146816254
649,731,1.57212233543396
649,733,1.52370345592499
649,654,1.67844176292419
649,655,1.52370345592499
649,736,1.54220259189606
649,279,1.52370345592499
649,64,1.52370345592499
649,486,1.55308878421783
649,277,1.48545706272125
649,487,1.51430177688599
649,400,1.49160146713257
649,280,1.52370345592499
650,60,1.48545706272125
650,280,1.53432559967041
650,648,1.4932256937027
650,649,1.59527146816254
650,278,1.61090064048767
651,263,1.53718495368958
651,646,1.48545706272125
651,264,1.77585875988007
653,774,1.47636461257935
653,290,1.47636461257935
653,56,1.66076064109802
653,484,1.77585875988007
653,74,1.56029164791107
653,168,1.47636461257935
653,376,1.47636461257935
653,513,1.56029164791107
653,539,1.94678235054016
653,652,1.47636461257935
653,166,1.56029164791107
653,545,1.74638092517853
653,546,1.7433522939682
654,797,1.92769360542297
654,540,1.90502786636353
654,484,1.75098967552185
654,56,1.67844176292419
654,83,1.91648399829865
654,29,1.54220259189606
654,170,1.54220259189606
654,731,1.69140219688416
654,183,1.47851359844208
654,489,1.77585875988007
654,546,1.54220259189606
654,653,1.67844176292419
654,539,1.47851359844208
654,545,1.54220259189606
654,483,1.68539786338806
655,797,1.50590443611145
655,484,1.71551787853241
655,546,1.71551787853241
655,539,1.71551787853241
655,731,1.51578330993652
655,540,1.52370345592499
655,56,1.66076064109802
655,290,1.54641807079315
655,84,1.62873005867004
655,545,1.57931685447693
655,170,1.52370345592499
655,83,1.52370345592499
655,547,1.65175020694733
655,173,1.54641807079315
655,60,1.55308878421783
655,382,1.54641807079315
655,542,1.50590443611145
655,61,1.54641807079315
655,654,1.60882842540741
655,653,1.80675661563873
657,759,1.57931685447693
657,658,1.51211881637573
658,115,1.40038228034973
659,503,1.72892272472382
659,13,1.72892272472382
660,174,1.48545706272125
660,661,1.48545706272125
660,374,1.54220259189606
660,13,1.54220259189606
660,300,1.77585875988007
661,13,1.82652735710144
662,301,1.82652735710144
662,787,1.67844176292419
662,785,1.59527146816254
662,178,1.57212233543396
662,593,1.59527146816254
662,780,1.59527146816254
663,377,1.62404489517212
663,664,1.59527146816254
663,789,1.59527146816254
664,796,1.64493179321289
665,69,1.50204980373383
665,520,1.72076821327209
666,411,1.32381451129913
666,412,1.47636461257935
667,666,1.21820867061615
668,806,1.82652735710144
669,668,1.8195458650589
670,127,1.51211881637573
670,282,1.4932256937027
670,129,1.29114735126495
671,670,1.36004531383514
672,384,1.47636461257935
676,679,1.42478585243225
677,0,1.36004531383514
678,88,1.36004531383514
678,683,1.61775851249695
678,239,1.50860917568207
679,847,1.54220259189606
681,680,1.36004531383514
682,348,1.47636461257935
682,479,1.50860917568207
682,710,1.41217339038849
682,511,1.52370345592499
684,236,1.48545706272125
685,686,1.21820867061615
686,214,1.21820867061615
687,85,1.20821046829224
688,64,1.39293324947357
690,689,1.09819364547729
691,194,1.21820867061615
692,732,1.40975642204285
693,238,1.14178228378296
694,696,1.40754520893097
694,695,1.36004531383514
696,290,1.36004531383514
697,698,1.26727151870728
698,564,1.11569511890411
699,619,1.20821046829224
700,484,1.36004531383514
702,666,1.28640925884247
703,117,1.15286600589752
703,118,1.14178228378296
703,103,1.02789127826691
704,100,1.70918297767639
705,13,1.52370345592499
705,374,1.52370345592499
705,376,1.61775851249695
705,377,1.64493179321289
705,549,1.55308878421783
705,800,1.52370345592499
705,375,1.52370345592499
705,61,1.50860917568207
705,378,1.52370345592499
705,379,1.52370345592499
705,479,1.73496532440186
706,457,1.43369436264038
707,187,1.55818712711334
708,146,1.54220259189606
711,740,1.43369436264038
712,404,1.36004531383514
713,593,1.40366911888123
714,373,1.18800151348114
716,719,1.46165382862091
716,406,1.48545706272125
719,352,1.46165382862091
720,121,1.82652735710144
722,860,1.36004531383514
723,120,1.46165382862091
724,377,1.47231233119965
725,862,1.41217339038849
725,857,1.36004531383514
725,863,1.2478358745575
726,335,1.42478585243225
726,684,1.48545706272125
726,683,1.50860917568207
726,338,1.42478585243225
727,158,1.56538987159729
727,242,1.63524401187897
727,235,1.63524401187897
727,485,1.52370345592499
727,177,1.52370345592499
727,740,1.70918297767639
728,308,1.82652735710144
728,729,1.67844176292419
730,656,1.49160146713257
731,56,1.51578330993652
731,489,2.10989618301392
731,797,1.69140219688416
731,483,1.57212233543396
732,731,1.51578330993652
733,654,1.57447445392609
733,83,1.57447445392609
733,731,1.97969400882721
733,489,1.68133437633514
733,809,1.77585875988007
733,17,1.56029164791107
733,542,1.6270010471344
733,802,1.6270010471344
733,192,1.52370345592499
733,80,1.47636461257935
734,401,1.61775851249695
734,402,1.50860917568207
734,732,1.56217312812805
734,736,1.50860917568207
734,733,1.57447445392609
734,730,1.56217312812805
734,731,1.67533826828003
734,491,1.67533826828003
734,400,1.73496532440186
734,735,1.56217312812805
735,492,1.50590443611145
735,183,1.50590443611145
735,730,1.54828178882599
735,191,1.55818712711334
735,402,1.70415866374969
735,483,1.49839806556702
735,487,1.56916844844818
735,399,1.50590443611145
736,20,1.47851359844208
736,733,1.52370345592499
736,731,1.8195458650589
736,540,1.47851359844208
736,737,1.60882842540741
736,654,1.82652735710144
736,797,1.56916844844818
736,489,1.8503702878952
737,483,1.55818712711334
738,479,1.50860917568207
738,796,1.52370345592499
738,369,1.72892272472382
738,152,1.72892272472382
738,19,1.59527146816254
739,322,1.50204980373383
739,126,1.50204980373383
739,381,1.50204980373383
740,322,1.52370345592499
740,237,1.50204980373383
740,323,1.52370345592499
740,605,1.52370345592499
740,790,1.50204980373383
740,177,1.52370345592499
740,312,1.52370345592499
740,480,1.52370345592499
740,453,1.52370345592499
740,454,1.70918297767639
740,100,1.52370345592499
740,313,1.70918297767639
740,259,1.50204980373383
740,320,1.52370345592499
740,738,1.59527146816254
740,791,1.52370345592499
740,0,1.52370345592499
740,674,1.43369436264038
741,485,1.56538987159729
741,158,1.89094352722168
741,740,1.89094352722168
741,331,1.29900395870209
741,373,1.72076821327209
741,177,1.56538987159729
741,179,1.62404489517212
741,727,1.72076821327209
741,243,1.56538987159729
741,261,1.72076821327209
741,726,1.56538987159729
741,333,1.56538987159729
741,495,1.48545706272125
742,717,1.47231233119965
742,593,1.72892272472382
742,377,1.59527146816254
742,508,1.59527146816254
742,769,1.59527146816254
742,378,1.52370345592499
743,744,1.77585875988007
743,860,1.36004531383514
745,769,1.72892272472382
745,378,1.64493179321289
746,673,1.18800151348114
747,673,1.29900395870209
748,9,1.44545209407806
749,4,1.46165382862091
751,428,1.31034183502197
754,565,1.62404489517212
755,458,1.57637405395508
755,77,1.53718495368958
755,792,1.63524401187897
755,61,1.8503702878952
755,652,1.61370253562927
755,619,1.53718495368958
755,56,1.57931685447693
755,653,1.56029164791107
755,479,1.53718495368958
755,546,1.61370253562927
755,540,1.67033064365387
755,539,1.67318260669708
757,661,1.67844176292419
757,13,1.82652735710144
757,660,1.54220259189606
757,786,1.59527146816254
757,659,1.59527146816254
757,155,1.54220259189606
759,772,1.89094352722168
759,183,1.55308878421783
760,144,1.50204980373383
760,759,1.57931685447693
760,761,1.72517371177673
760,143,1.81009125709534
761,758,1.88136494159698
761,143,1.58145153522491
761,613,1.58145153522491
761,483,1.49839806556702
761,759,1.51430177688599
762,393,1.9641615152359
762,763,2.19447374343872
762,613,1.65175020694733
762,758,1.72517371177673
762,761,1.9641615152359
762,803,1.58145153522491
762,772,1.65175020694733
762,759,1.65175020694733
762,143,1.58145153522491
762,730,1.49160146713257
763,761,1.9641615152359
763,758,1.83092153072357
763,613,1.4932256937027
763,143,1.56538987159729
763,759,1.4932256937027
763,772,1.4932256937027
763,144,1.64122939109802
763,760,1.64122939109802
763,803,1.80400621891022
764,765,1.62404489517212
764,762,1.65175020694733
764,393,1.48545706272125
764,763,1.56538987159729
764,78,1.88136494159698
764,802,1.50860917568207
764,758,1.59527146816254
764,144,1.50204980373383
764,761,1.88136494159698
764,760,1.94678235054016
764,658,1.56029164791107
764,657,1.59527146816254
764,759,1.57931685447693
764,143,1.7433522939682
764,484,1.59527146816254
764,773,1.56029164791107
765,760,1.62404489517212
765,758,1.85668671131134
765,763,2.10989618301392
765,803,1.62404489517212
765,772,1.48545706272125
765,761,2.89801168441772
765,613,1.62404489517212
765,143,1.6983015537262
765,393,2.10989618301392
765,762,2.19447374343872
766,376,1.50860917568207
766,355,1.91648399829865
767,344,1.59527146816254
768,767,1.55308878421783
768,344,1.55308878421783
770,320,1.52370345592499
770,504,1.50204980373383
770,367,1.77585875988007
770,505,1.77585875988007
772,104,1.4932256937027
772,183,1.55308878421783
773,484,1.68317532539368
774,290,1.52370345592499
775,290,1.63524401187897
775,149,1.63524401187897
775,376,1.53718495368958
775,84,1.53718495368958
777,776,1.2478358745575
778,774,1.70918297767639
778,509,1.77585875988007
778,149,1.48545706272125
779,509,1.52370345592499
780,74,1.52370345592499
780,593,1.59527146816254
780,785,2.75342273712158
780,146,1.59527146816254
780,300,1.64493179321289
780,773,1.55308878421783
780,378,1.52370345592499
780,376,1.50860917568207
781,513,1.48545706272125
781,778,1.48545706272125
781,378,1.55308878421783
781,780,1.66076064109802
781,168,1.52370345592499
782,775,1.53718495368958
782,509,1.50860917568207
782,539,1.57637405395508
782,479,1.61775851249695
782,549,1.55308878421783
782,799,1.73496532440186
782,378,1.99368727207184
782,13,1.61775851249695
782,376,1.61775851249695
782,377,1.73496532440186
782,291,1.61775851249695
782,508,1.50860917568207
782,774,1.52370345592499
782,178,1.50860917568207
782,290,1.66076064109802
783,61,1.50860917568207
783,799,1.61775851249695
783,375,1.57212233543396
783,13,1.57212233543396
783,377,1.57212233543396
783,800,1.69140219688416
783,782,1.73496532440186
783,793,1.57212233543396
784,377,1.57212233543396
784,479,1.50860917568207
784,799,1.61775851249695
784,793,1.69140219688416
784,291,1.69140219688416
784,782,1.86028361320496
784,783,1.95649695396423
784,378,1.8195458650589
786,593,1.59527146816254
786,518,1.59527146816254
786,13,1.59527146816254
787,298,1.48545706272125
787,508,1.56538987159729
787,301,1.54220259189606
788,730,1.54828178882599
788,143,1.4932256937027
788,613,1.64122939109802
